Operating Airline,GEO Summary,GEO Region,Activity Type Code,Passenger Count,Year,Month
SAS Airlines,International,Europe,Deplaned,2327,2022,3
SAS Airlines,International,Europe,Enplaned,2216,2022,3
Singapore Airlines,International,Asia,Deplaned,5898,2022,3
Singapore Airlines,International,Asia,Enplaned,5786,2022,3
SkyWest Airlines,Domestic,US,Deplaned,6084,2022,3
SkyWest Airlines,Domestic,US,Enplaned,6125,2022,3
SkyWest Airlines,Domestic,US,Deplaned,19018,2022,3
SkyWest Airlines,Domestic,US,Enplaned,19441,2022,3
SkyWest Airlines,Domestic,US,Deplaned,56389,2022,3
SkyWest Airlines,Domestic,US,Enplaned,55944,2022,3
SkyWest Airlines,Domestic,US,Deplaned,104272,2022,3
SkyWest Airlines,Domestic,US,Enplaned,103925,2022,3
SkyWest Airlines,International,Canada,Deplaned,3743,2022,3
SkyWest Airlines,International,Canada,Enplaned,3929,2022,3
Southwest Airlines,Domestic,US,Deplaned,67065,2022,3
Southwest Airlines,Domestic,US,Enplaned,65881,2022,3
Southwest Airlines,Domestic,US,Thru / Transit,169,2022,3
Swiss International,International,Europe,Deplaned,5333,2022,3
Swiss International,International,Europe,Enplaned,5735,2022,3
"TACA International Airlines, S.A.",International,Central America,Deplaned,5671,2022,3
"TACA International Airlines, S.A.",International,Central America,Enplaned,5635,2022,3
TAP Air Portugal,International,Europe,Deplaned,2072,2022,3
TAP Air Portugal,International,Europe,Enplaned,2293,2022,3
Turkish Airlines,International,Europe,Deplaned,8657,2022,3
Turkish Airlines,International,Europe,Enplaned,8897,2022,3
United Airlines,Domestic,US,Deplaned,31182,2022,3
United Airlines,Domestic,US,Enplaned,34502,2022,3
United Airlines,Domestic,US,Deplaned,153596,2022,3
United Airlines,Domestic,US,Enplaned,159941,2022,3
United Airlines,Domestic,US,Deplaned,381383,2022,3
United Airlines,Domestic,US,Enplaned,384368,2022,3
United Airlines,Domestic,US,Thru / Transit,668,2022,3
United Airlines,International,Asia,Deplaned,16093,2022,3
United Airlines,International,Asia,Enplaned,14729,2022,3
United Airlines,International,Australia / Oceania,Deplaned,7856,2022,3
United Airlines,International,Australia / Oceania,Enplaned,8726,2022,3
United Airlines,International,Canada,Deplaned,74,2022,3
United Airlines,International,Canada,Enplaned,562,2022,3
United Airlines,International,Canada,Deplaned,319,2022,3
United Airlines,International,Canada,Enplaned,313,2022,3
United Airlines,International,Central America,Deplaned,556,2022,3
United Airlines,International,Central America,Enplaned,598,2022,3
United Airlines,International,Europe,Deplaned,21071,2022,3
United Airlines,International,Europe,Enplaned,23486,2022,3
United Airlines,International,Mexico,Deplaned,23076,2022,3
United Airlines,International,Mexico,Enplaned,14732,2022,3
United Airlines,International,Mexico,Enplaned,649,2022,3
United Airlines,International,Mexico,Enplaned,8757,2022,3
United Airlines,International,Middle East,Deplaned,3489,2022,3
United Airlines,International,Middle East,Enplaned,3345,2022,3
Vietnam Airlines JSC,International,Asia,Deplaned,1550,2022,3
Vietnam Airlines JSC,International,Asia,Enplaned,2478,2022,3
Virgin Atlantic,International,Europe,Deplaned,5135,2022,3
Virgin Atlantic,International,Europe,Enplaned,4721,2022,3
WestJet Airlines,International,Canada,Deplaned,1281,2022,3
WestJet Airlines,International,Canada,Enplaned,1336,2022,3
"Aer Lingus, Ltd.",International,Europe,Deplaned,7086,2022,4
"Aer Lingus, Ltd.",International,Europe,Enplaned,6591,2022,4
Aeromexico,International,Mexico,Deplaned,13321,2022,4
Aeromexico,International,Mexico,Enplaned,13233,2022,4
Air Canada,International,Canada,Deplaned,24190,2022,4
Air Canada,International,Canada,Enplaned,23816,2022,4
Air France,International,Europe,Deplaned,15435,2022,4
Air France,International,Europe,Enplaned,14414,2022,4
Air India Limited,International,Asia,Deplaned,9667,2022,4
Air India Limited,International,Asia,Enplaned,9262,2022,4
Air New Zealand,International,Australia / Oceania,Deplaned,2042,2022,4
Air New Zealand,International,Australia / Oceania,Enplaned,1332,2022,4
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Deplaned,2393,2022,4
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Enplaned,2684,2022,4
Alaska Airlines,Domestic,US,Deplaned,153190,2022,4
Alaska Airlines,Domestic,US,Enplaned,150677,2022,4
Alaska Airlines,International,Mexico,Deplaned,13149,2022,4
Alaska Airlines,International,Mexico,Enplaned,12478,2022,4
All Nippon Airways,International,Asia,Deplaned,4821,2022,4
All Nippon Airways,International,Asia,Enplaned,5326,2022,4
American Airlines,Domestic,US,Deplaned,113808,2022,4
American Airlines,Domestic,US,Enplaned,111799,2022,4
Asiana Airlines,International,Asia,Deplaned,2691,2022,4
Asiana Airlines,International,Asia,Enplaned,2098,2022,4
British Airways,International,Europe,Deplaned,14157,2022,4
British Airways,International,Europe,Enplaned,14017,2022,4
"COPA Airlines, Inc.",International,Central America,Deplaned,4822,2022,4
"COPA Airlines, Inc.",International,Central America,Enplaned,4758,2022,4
Cathay Pacific,International,Asia,Deplaned,686,2022,4
China Airlines,International,Asia,Deplaned,608,2022,4
China Airlines,International,Asia,Enplaned,563,2022,4
Delta Air Lines,Domestic,US,Deplaned,114142,2022,4
Delta Air Lines,Domestic,US,Enplaned,112861,2022,4
Delta Air Lines,Domestic,US,Thru / Transit,67,2022,4
Delta Air Lines,Domestic,US,Deplaned,6206,2022,4
Delta Air Lines,Domestic,US,Enplaned,6854,2022,4
EVA Airways,International,Asia,Deplaned,1330,2022,4
EVA Airways,International,Asia,Enplaned,1260,2022,4
Emirates,International,Middle East,Deplaned,10078,2022,4
Emirates,International,Middle East,Enplaned,8297,2022,4
"Flair Airlines, Ltd.",International,Canada,Deplaned,420,2022,4
"Flair Airlines, Ltd.",International,Canada,Enplaned,395,2022,4
French Bee,International,Australia / Oceania,Deplaned,1206,2022,4
French Bee,International,Australia / Oceania,Enplaned,1427,2022,4
French Bee,International,Australia / Oceania,Thru / Transit,2293,2022,4
French Bee,International,Europe,Deplaned,1838,2022,4
French Bee,International,Europe,Enplaned,1840,2022,4
French Bee,International,Europe,Thru / Transit,2770,2022,4
Frontier Airlines,Domestic,US,Deplaned,21451,2022,4
Frontier Airlines,Domestic,US,Enplaned,20753,2022,4
Hawaiian Airlines,Domestic,US,Deplaned,13318,2022,4
Hawaiian Airlines,Domestic,US,Enplaned,12834,2022,4
Horizon Air,Domestic,US,Deplaned,6859,2022,4
Horizon Air,Domestic,US,Enplaned,6651,2022,4
Iberia,International,Europe,Deplaned,2056,2022,4
Iberia,International,Europe,Enplaned,1640,2022,4
Japan Airlines,International,Asia,Deplaned,3658,2022,4
Japan Airlines,International,Asia,Enplaned,2568,2022,4
Jazz Aviation,International,Canada,Deplaned,4151,2022,4
Jazz Aviation,International,Canada,Enplaned,4023,2022,4
JetBlue Airways,Domestic,US,Deplaned,58779,2022,4
JetBlue Airways,Domestic,US,Enplaned,58955,2022,4
JetBlue Airways,International,Mexico,Deplaned,3990,2022,4
JetBlue Airways,International,Mexico,Enplaned,3526,2022,4
KLM Royal Dutch Airlines,International,Europe,Deplaned,8939,2022,4
KLM Royal Dutch Airlines,International,Europe,Enplaned,8415,2022,4
Korean Air Lines,International,Asia,Deplaned,2674,2022,4
Korean Air Lines,International,Asia,Enplaned,3037,2022,4
Lufthansa German Airlines,International,Europe,Deplaned,15093,2022,4
Lufthansa German Airlines,International,Europe,Enplaned,14752,2022,4
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Deplaned,8813,2022,4
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Enplaned,9977,2022,4
Qatar Airways,International,Middle East,Deplaned,8277,2022,4
Qatar Airways,International,Middle East,Enplaned,7493,2022,4
SAS Airlines,International,Europe,Deplaned,4840,2022,4
SAS Airlines,International,Europe,Enplaned,4788,2022,4
Singapore Airlines,International,Asia,Deplaned,7878,2022,4
Singapore Airlines,International,Asia,Enplaned,6831,2022,4
SkyWest Airlines,Domestic,US,Deplaned,5883,2022,4
SkyWest Airlines,Domestic,US,Enplaned,5724,2022,4
SkyWest Airlines,Domestic,US,Deplaned,18426,2022,4
SkyWest Airlines,Domestic,US,Enplaned,18472,2022,4
SkyWest Airlines,Domestic,US,Deplaned,65409,2022,4
SkyWest Airlines,Domestic,US,Enplaned,62722,2022,4
SkyWest Airlines,Domestic,US,Deplaned,98230,2022,4
SkyWest Airlines,Domestic,US,Enplaned,96944,2022,4
SkyWest Airlines,International,Canada,Deplaned,3677,2022,4
SkyWest Airlines,International,Canada,Enplaned,3832,2022,4
Southwest Airlines,Domestic,US,Deplaned,85081,2022,4
Southwest Airlines,Domestic,US,Enplaned,80911,2022,4
Southwest Airlines,Domestic,US,Thru / Transit,183,2022,4
Sun Country Airlines,Domestic,US,Deplaned,2131,2022,4
Sun Country Airlines,Domestic,US,Enplaned,1861,2022,4
Swiss International,International,Europe,Deplaned,8359,2022,4
Swiss International,International,Europe,Enplaned,7642,2022,4
"TACA International Airlines, S.A.",International,Central America,Deplaned,5895,2022,4
"TACA International Airlines, S.A.",International,Central America,Enplaned,5793,2022,4
TAP Air Portugal,International,Europe,Deplaned,2612,2022,4
TAP Air Portugal,International,Europe,Enplaned,2896,2022,4
Turkish Airlines,International,Europe,Deplaned,10992,2022,4
Turkish Airlines,International,Europe,Enplaned,10648,2022,4
United Airlines,Domestic,US,Deplaned,33785,2022,4
United Airlines,Domestic,US,Enplaned,31718,2022,4
United Airlines,Domestic,US,Deplaned,183330,2022,4
United Airlines,Domestic,US,Enplaned,179827,2022,4
United Airlines,Domestic,US,Deplaned,392753,2022,4
United Airlines,Domestic,US,Enplaned,387831,2022,4
United Airlines,Domestic,US,Thru / Transit,335,2022,4
United Airlines,International,Asia,Deplaned,19634,2022,4
United Airlines,International,Asia,Enplaned,20081,2022,4
United Airlines,International,Australia / Oceania,Deplaned,11114,2022,4
United Airlines,International,Australia / Oceania,Enplaned,9388,2022,4
United Airlines,International,Canada,Enplaned,269,2022,4
United Airlines,International,Canada,Deplaned,876,2022,4
United Airlines,International,Canada,Enplaned,3227,2022,4
United Airlines,International,Canada,Deplaned,2649,2022,4
United Airlines,International,Canada,Enplaned,642,2022,4
United Airlines,International,Central America,Enplaned,611,2022,4
United Airlines,International,Central America,Deplaned,576,2022,4
United Airlines,International,Central America,Enplaned,6,2022,4
United Airlines,International,Europe,Deplaned,35399,2022,4
United Airlines,International,Europe,Enplaned,36131,2022,4
United Airlines,International,Mexico,Deplaned,28616,2022,4
United Airlines,International,Mexico,Enplaned,11727,2022,4
United Airlines,International,Mexico,Enplaned,489,2022,4
United Airlines,International,Mexico,Enplaned,16634,2022,4
United Airlines,International,Middle East,Deplaned,3700,2022,4
United Airlines,International,Middle East,Enplaned,3894,2022,4
Vietnam Airlines JSC,International,Asia,Deplaned,2890,2022,4
Vietnam Airlines JSC,International,Asia,Enplaned,3217,2022,4
Virgin Atlantic,International,Europe,Deplaned,8702,2022,4
Virgin Atlantic,International,Europe,Enplaned,8177,2022,4
WestJet Airlines,International,Canada,Deplaned,1684,2022,4
WestJet Airlines,International,Canada,Enplaned,1714,2022,4
"Aer Lingus, Ltd.",International,Europe,Deplaned,6998,2022,5
"Aer Lingus, Ltd.",International,Europe,Enplaned,7640,2022,5
Aeromexico,International,Mexico,Deplaned,15552,2022,5
Aeromexico,International,Mexico,Enplaned,14584,2022,5
Air Canada,International,Canada,Deplaned,30381,2022,5
Air Canada,International,Canada,Enplaned,35357,2022,5
Air France,International,Europe,Deplaned,16457,2022,5
Air France,International,Europe,Enplaned,18012,2022,5
Air India Limited,International,Asia,Deplaned,9944,2022,5
Air India Limited,International,Asia,Enplaned,9534,2022,5
Air New Zealand,International,Australia / Oceania,Deplaned,3481,2022,5
Air New Zealand,International,Australia / Oceania,Enplaned,3245,2022,5
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Deplaned,2895,2022,5
Air Pacific Limited dba Fiji Airways,International,Australia / Oceania,Enplaned,3026,2022,5
Air Transat,International,Canada,Deplaned,878,2022,5
Air Transat,International,Canada,Enplaned,819,2022,5
Alaska Airlines,Domestic,US,Deplaned,159304,2022,5
Alaska Airlines,Domestic,US,Enplaned,162130,2022,5
Alaska Airlines,International,Mexico,Deplaned,10529,2022,5
Alaska Airlines,International,Mexico,Enplaned,9983,2022,5
All Nippon Airways,International,Asia,Deplaned,5741,2022,5
All Nippon Airways,International,Asia,Enplaned,6128,2022,5
American Airlines,Domestic,US,Deplaned,114167,2022,5
American Airlines,Domestic,US,Enplaned,110991,2022,5
Asiana Airlines,International,Asia,Deplaned,4160,2022,5
Asiana Airlines,International,Asia,Enplaned,5177,2022,5
"Breeze Aviation Group, Inc.",Domestic,US,Deplaned,616,2022,5
"Breeze Aviation Group, Inc.",Domestic,US,Enplaned,590,2022,5
British Airways,International,Europe,Deplaned,17360,2022,5
British Airways,International,Europe,Enplaned,18235,2022,5
"COPA Airlines, Inc.",International,Central America,Deplaned,4918,2022,5
"COPA Airlines, Inc.",International,Central America,Enplaned,4736,2022,5
Cathay Pacific,International,Asia,Deplaned,774,2022,5
Cathay Pacific,International,Asia,Enplaned,1007,2022,5
China Airlines,International,Asia,Deplaned,802,2022,5
China Airlines,International,Asia,Enplaned,835,2022,5
Condor Flugdienst GmbH,International,Europe,Deplaned,1066,2022,5
Condor Flugdienst GmbH,International,Europe,Enplaned,1243,2022,5
Delta Air Lines,Domestic,US,Deplaned,128159,2022,5
Delta Air Lines,Domestic,US,Enplaned,128617,2022,5
Delta Air Lines,Domestic,US,Thru / Transit,105,2022,5
Delta Air Lines,Domestic,US,Deplaned,1583,2022,5
Delta Air Lines,Domestic,US,Enplaned,1813,2022,5
EVA Airways,International,Asia,Deplaned,1594,2022,5
EVA Airways,International,Asia,Enplaned,1937,2022,5
Emirates,International,Middle East,Deplaned,13732,2022,5
Emirates,International,Middle East,Enplaned,13220,2022,5
"Flair Airlines, Ltd.",International,Canada,Deplaned,831,2022,5
"Flair Airlines, Ltd.",International,Canada,Enplaned,1137,2022,5
French Bee,International,Australia / Oceania,Deplaned,878,2022,5
French Bee,International,Australia / Oceania,Enplaned,1262,2022,5
French Bee,International,Australia / Oceania,Thru / Transit,2631,2022,5
French Bee,International,Europe,Deplaned,1912,2022,5
French Bee,International,Europe,Enplaned,1977,2022,5
French Bee,International,Europe,Thru / Transit,2383,2022,5
Frontier Airlines,Domestic,US,Deplaned,36850,2022,5
Frontier Airlines,Domestic,US,Enplaned,34805,2022,5
Hawaiian Airlines,Domestic,US,Deplaned,15854,2022,5
Hawaiian Airlines,Domestic,US,Enplaned,16453,2022,5
Horizon Air,Domestic,US,Deplaned,8006,2022,5
Horizon Air,Domestic,US,Enplaned,8252,2022,5
Iberia,International,Europe,Deplaned,3429,2022,5
Iberia,International,Europe,Enplaned,3475,2022,5
Japan Airlines,International,Asia,Deplaned,4397,2022,5
Japan Airlines,International,Asia,Enplaned,4535,2022,5
Jazz Aviation,International,Canada,Deplaned,5640,2022,5
Jazz Aviation,International,Canada,Enplaned,6294,2022,5
JetBlue Airways,Domestic,US,Deplaned,64710,2022,5
JetBlue Airways,Domestic,US,Enplaned,66120,2022,5
JetBlue Airways,International,Mexico,Deplaned,119,2022,5
JetBlue Airways,International,Mexico,Enplaned,111,2022,5
KLM Royal Dutch Airlines,International,Europe,Deplaned,9575,2022,5
KLM Royal Dutch Airlines,International,Europe,Enplaned,11239,2022,5
Korean Air Lines,International,Asia,Deplaned,3796,2022,5
Korean Air Lines,International,Asia,Enplaned,4453,2022,5
Lufthansa German Airlines,International,Europe,Deplaned,15430,2022,5
Lufthansa German Airlines,International,Europe,Enplaned,18006,2022,5
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Deplaned,10521,2022,5
"Philippine Airline, Inc. (INACTIVE - DO NOT USE)",International,Asia,Enplaned,10477,2022,5
Qatar Airways,International,Middle East,Deplaned,8265,2022,5
Qatar Airways,International,Middle East,Enplaned,8515,2022,5
SAS Airlines,International,Europe,Deplaned,4860,2022,5
SAS Airlines,International,Europe,Enplaned,6647,2022,5
Singapore Airlines,International,Asia,Deplaned,9658,2022,5
Singapore Airlines,International,Asia,Enplaned,9573,2022,5
SkyWest Airlines,Domestic,US,Deplaned,7858,2022,5
SkyWest Airlines,Domestic,US,Enplaned,7744,2022,5
SkyWest Airlines,Domestic,US,Deplaned,19417,2022,5
SkyWest Airlines,Domestic,US,Enplaned,19759,2022,5
SkyWest Airlines,Domestic,US,Deplaned,62423,2022,5
SkyWest Airlines,Domestic,US,Enplaned,60059,2022,5
SkyWest Airlines,Domestic,US,Enplaned,76,2022,5
SkyWest Airlines,Domestic,US,Deplaned,105616,2022,5
SkyWest Airlines,Domestic,US,Enplaned,102839,2022,5
SkyWest Airlines,International,Canada,Deplaned,3931,2022,5
SkyWest Airlines,International,Canada,Enplaned,4444,2022,5
Southwest Airlines,Domestic,US,Deplaned,91125,2022,5
Southwest Airlines,Domestic,US,Enplaned,84919,2022,5
Southwest Airlines,Domestic,US,Thru / Transit,210,2022,5
Sun Country Airlines,Domestic,US,Deplaned,4856,2022,5
Sun Country Airlines,Domestic,US,Enplaned,4550,2022,5
Swiss International,International,Europe,Deplaned,7090,2022,5
Swiss International,International,Europe,Enplaned,7803,2022,5
"TACA International Airlines, S.A.",International,Central America,Deplaned,6960,2022,5
"TACA International Airlines, S.A.",International,Central America,Enplaned,6402,2022,5
