Operating Airline,GEO Summary,GEO Region,Activity Type Code,Passenger Count,Year,Month,Airline_ID,Region,Website,Address_street,Address_City,Address_State_country,Founded in
ATA Airlines,Domestic,US,Deplaned,27271,2005,7,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,29131,2005,7,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,5415,2005,7,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,27472,2005,8,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,26535,2005,8,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,5712,2005,8,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,17341,2005,9,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,18541,2005,9,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,4412,2005,9,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,17698,2005,10,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,19983,2005,10,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,5754,2005,10,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,16855,2005,11,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,17376,2005,11,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,2911,2005,11,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,International,Canada,Deplaned,284,2005,11,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,International,Canada,Enplaned,284,2005,11,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,15373,2005,12,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,16790,2005,12,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,2402,2005,12,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,13010,2006,1,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,12226,2006,1,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,3316,2006,1,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,9180,2006,2,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,10323,2006,2,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,3863,2006,2,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,11583,2006,3,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,11921,2006,3,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,3870,2006,3,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,11920,2006,4,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,11890,2006,4,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,2419,2006,4,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,190,2006,5,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Thru / Transit,85,2006,11,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,48,2007,1,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,48,2007,1,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,158,2007,6,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,127,2007,7,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,138,2007,7,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,201,2007,8,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,International,Canada,Enplaned,423,2007,9,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Deplaned,100,2007,10,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,119,2007,10,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
ATA Airlines,Domestic,US,Enplaned,66,2008,2,1,US,http://www.ata.com,W Washington ,Indianapolis,"Indiana, USA",1973
Air Canada,International,Canada,Deplaned,35156,2005,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,34090,2005,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,34878,2005,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,34105,2005,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,24473,2005,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,26120,2005,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22176,2005,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,22780,2005,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,18143,2005,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18144,2005,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19200,2005,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,19481,2005,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,18986,2006,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18360,2006,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,17679,2006,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,17649,2006,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22960,2006,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,21968,2006,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22410,2006,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,23956,2006,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,24910,2006,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,24428,2006,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,27485,2006,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,32147,2006,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,39649,2006,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,36847,2006,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,39212,2006,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,38890,2006,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,24662,2006,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,25495,2006,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22519,2006,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,23217,2006,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19170,2006,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18886,2006,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,21281,2006,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,20712,2006,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19541,2007,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18824,2007,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19860,2007,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18450,2007,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,21421,2007,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,22508,2007,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22215,2007,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,21955,2007,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,25673,2007,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,27473,2007,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,27720,2007,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,30416,2007,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,39203,2007,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,37677,2007,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,39798,2007,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,39554,2007,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,29614,2007,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,29398,2007,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,27712,2007,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,26120,2007,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,20070,2007,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18702,2007,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,21267,2007,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,20064,2007,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19756,2008,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18129,2008,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19173,2008,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,17628,2008,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,21617,2008,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,22175,2008,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19293,2008,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,20143,2008,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22634,2008,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,22839,2008,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,26446,2008,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,26682,2008,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,36389,2008,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,28294,2008,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,35117,2008,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,35185,2008,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,25770,2008,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,24957,2008,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22245,2008,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,20419,2008,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,16897,2008,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,16578,2008,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19989,2008,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,21502,2008,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,16453,2009,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,17632,2009,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,15736,2009,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,16387,2009,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,17490,2009,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18174,2009,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,18296,2009,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18077,2009,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22467,2009,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,26893,2009,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,24923,2009,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,29772,2009,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,32129,2009,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,35940,2009,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,36462,2009,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,35913,2009,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,26729,2009,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,31349,2009,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,21059,2009,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,20349,2009,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,15320,2009,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,14760,2009,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,17301,2009,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,15849,2009,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,14300,2010,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,13116,2010,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,14135,2010,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,14979,2010,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,17802,2010,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,17193,2010,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,17503,2010,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18735,2010,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,22703,2010,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,24250,2010,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,27886,2010,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,34141,2010,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,37070,2010,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,38619,2010,7,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,34916,2010,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,34774,2010,8,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,26703,2010,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,28049,2010,9,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,23827,2010,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,22955,2010,10,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,18570,2010,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18261,2010,11,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,21057,2010,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,19973,2010,12,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,18556,2011,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,18556,2011,1,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,17810,2011,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,16746,2011,2,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19577,2011,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,21041,2011,3,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,19483,2011,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,20869,2011,4,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,10851,2011,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,11554,2011,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,12237,2011,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,13028,2011,5,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,11161,2011,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,13058,2011,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Deplaned,16743,2011,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
Air Canada,International,Canada,Enplaned,19586,2011,6,2,Canada,https://www.aircanada.com,7373 Blvd. de la Côte-Vertu,Montréal,Canada,1937
